Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch,match_id,Map
GL,1,2,50.0,3,1,33.0,0,0,,6,5,83.0,15,7,47.0,Estral,1.0,1.09,3472,ASCENT
Estral,1,2,50.0,3,1,33.0,2,0,0.0,5,3,60.0,14,7,50.0,GL,1.0,1.09,3472,ASCENT
GL,1,2,50.0,3,2,67.0,1,0,0.0,6,4,67.0,16,8,50.0,novidades em breve,1.0,1.09,3466,BIND
novidades em breve,1,2,50.0,5,2,40.0,1,0,0.0,2,0,0.0,18,10,56.0,GL,1.0,1.09,3466,BIND
GL,1,2,50.0,3,1,33.0,1,0,0.0,2,2,100.0,12,10,83.0,paiN,1.0,1.12,6687,BIND
paiN,1,2,50.0,3,1,33.0,3,0,0.0,6,3,50.0,6,1,17.0,GL,1.0,1.12,6687,BIND
GL,1,2,50.0,2,1,50.0,2,0,0.0,6,3,50.0,18,9,50.0,paiN,1.0,1.12,6687,ASCENT
paiN,1,2,50.0,3,1,33.0,2,0,0.0,4,3,75.0,19,11,58.0,GL,1.0,1.12,6687,ASCENT
GL,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,12,10,83.0,paiN,1.0,1.12,6687,ICEBOX
paiN,1,2,50.0,3,1,33.0,2,0,0.0,5,3,60.0,9,2,22.0,GL,1.0,1.12,6687,ICEBOX
GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,14,9,64.0,paiN,1.0,1.12,6687,SPLIT
paiN,1,2,50.0,3,1,33.0,3,1,33.0,6,3,50.0,9,3,33.0,GL,1.0,1.12,6687,SPLIT
GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,B4,1.0,1.12,6685,ASCENT
B4,1,2,50.0,3,1,33.0,2,0,0.0,3,1,33.0,11,4,36.0,GL,1.0,1.12,6685,ASCENT
GL,1,2,50.0,3,1,33.0,0,0,,5,3,60.0,15,9,60.0,B4,1.0,1.12,6685,BIND
B4,1,2,50.0,3,1,33.0,3,2,67.0,5,3,60.0,12,4,33.0,GL,1.0,1.12,6685,BIND
GL,0,2,0.0,4,1,25.0,0,0,,1,1,100.0,12,11,92.0,Ingaming,1.0,1.12,6681,HAVEN
Ingaming,2,2,100.0,3,2,67.0,4,0,0.0,3,1,33.0,7,1,14.0,GL,1.0,1.12,6681,HAVEN
GL,1,2,50.0,3,2,67.0,0,0,,3,3,100.0,11,8,73.0,Ingaming,1.0,1.12,6681,BIND
Ingaming,1,2,50.0,4,1,25.0,0,0,,5,0,0.0,8,3,38.0,GL,1.0,1.12,6681,BIND
ANA,1,2,50.0,3,1,33.0,2,0,0.0,5,2,40.0,6,0,0.0,GL,1.0,1.1,4767,SPLIT
GL,1,2,50.0,3,2,67.0,0,0,,3,3,100.0,10,8,80.0,ANA,1.0,1.1,4767,SPLIT
GL,1,2,50.0,2,1,50.0,3,0,0.0,6,1,17.0,4,0,0.0,Tagless,1.0,1.12,5261,SPLIT
Tagless,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,10,10,100.0,GL,1.0,1.12,5261,SPLIT
GL,2,2,100.0,2,2,100.0,0,0,,3,3,100.0,9,8,89.0,Tagless,1.0,1.12,5261,HAVEN
Tagless,0,2,0.0,2,0,0.0,4,0,0.0,4,0,0.0,4,1,25.0,GL,1.0,1.12,5261,HAVEN
GL,1,2,50.0,3,1,33.0,1,0,0.0,5,4,80.0,12,8,67.0,Tagless,1.0,1.12,5261,BIND
Tagless,1,2,50.0,3,1,33.0,4,1,25.0,3,1,33.0,11,5,45.0,GL,1.0,1.12,5261,BIND
GL,1,2,50.0,3,1,33.0,3,0,0.0,5,3,60.0,13,9,69.0,Galaxy Carrots,1.0,1.12,5277,SPLIT
Galaxy Carrots,1,2,50.0,3,1,33.0,3,0,0.0,3,3,100.0,15,7,47.0,GL,1.0,1.12,5277,SPLIT
GL,2,2,100.0,2,2,100.0,1,0,0.0,7,5,71.0,13,6,46.0,Galaxy Carrots,1.0,1.12,5277,ASCENT
Galaxy Carrots,0,2,0.0,4,0,0.0,3,0,0.0,3,1,33.0,13,9,69.0,GL,1.0,1.12,5277,ASCENT
GL,2,2,100.0,2,2,100.0,0,0,,4,4,100.0,11,7,64.0,Qisso,1.0,1.07,2703,BIND
Qisso,0,2,0.0,4,0,0.0,0,0,,4,2,50.0,9,2,22.0,GL,1.0,1.07,2703,BIND
VKS,1,2,50.0,3,1,33.0,2,0,0.0,5,3,60.0,12,5,42.0,GL,1.0,1.07,2737,HAVEN
GL,1,2,50.0,3,1,33.0,0,0,,5,3,60.0,14,9,64.0,VKS,1.0,1.07,2737,HAVEN
GL,1,2,50.0,3,1,33.0,2,1,50.0,7,3,43.0,7,1,14.0,VIMDOLOL,1.0,1.07,2712,ASCENT
VIMDOLOL,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,14,10,71.0,GL,1.0,1.07,2712,ASCENT
GL,1,2,50.0,2,1,50.0,2,0,0.0,5,2,40.0,14,7,50.0,FF,1.0,1.08,2744,HAVEN
FF,1,2,50.0,3,1,33.0,3,1,33.0,4,3,75.0,13,8,62.0,GL,1.0,1.08,2744,HAVEN
GL,2,2,100.0,2,2,100.0,0,0,,7,3,43.0,14,8,57.0,FF,1.0,1.08,2744,SPLIT
FF,0,2,0.0,4,0,0.0,2,0,0.0,3,2,67.0,14,8,57.0,GL,1.0,1.08,2744,SPLIT
GL,1,2,50.0,4,1,25.0,1,0,0.0,5,2,40.0,10,4,40.0,FF,1.0,1.08,2744,BIND
FF,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,15,10,67.0,GL,1.0,1.08,2744,BIND
DG,1,2,50.0,3,1,33.0,2,1,50.0,2,1,50.0,35,19,54.0,GL,1.0,1.08,2764,ASCENT
GL,1,2,50.0,3,1,33.0,2,0,0.0,2,1,50.0,35,18,51.0,DG,1.0,1.08,2764,ASCENT
DG,2,2,100.0,3,2,67.0,0,0,,6,4,67.0,23,11,48.0,GL,1.0,1.08,2764,HAVEN
GL,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,24,13,54.0,DG,1.0,1.08,2764,HAVEN
GL,1,2,50.0,3,2,67.0,2,0,0.0,3,3,100.0,16,8,50.0,Urubuzada e-Sports,1.0,2.02,10261,HAVEN
Urubuzada e-Sports,1,2,50.0,3,1,33.0,2,0,0.0,7,4,57.0,12,6,50.0,GL,1.0,2.02,10261,HAVEN
GL,1,2,50.0,2,1,50.0,0,0,,7,6,86.0,9,6,67.0,Urubuzada e-Sports,1.0,2.02,10261,ASCENT
Urubuzada e-Sports,1,2,50.0,3,1,33.0,3,1,33.0,6,1,17.0,6,2,33.0,GL,1.0,2.02,10261,ASCENT
GL,2,2,100.0,4,3,75.0,2,0,0.0,7,1,14.0,6,2,33.0,Galaxy Carrots,1.0,2.02,10292,HAVEN
Galaxy Carrots,0,2,0.0,3,1,33.0,1,1,100.0,2,1,50.0,13,10,77.0,GL,1.0,2.02,10292,HAVEN
GL,1,2,50.0,3,1,33.0,2,0,0.0,2,2,100.0,14,10,71.0,Galaxy Carrots,1.0,2.02,10292,ASCENT
Galaxy Carrots,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,12,5,42.0,GL,1.0,2.02,10292,ASCENT
GL,0,2,0.0,4,0,0.0,0,0,,1,1,100.0,15,12,80.0,Galaxy Carrots,1.0,2.02,10292,SPLIT
Galaxy Carrots,2,2,100.0,2,2,100.0,3,1,33.0,7,3,43.0,8,1,12.0,GL,1.0,2.02,10292,SPLIT
GL,1,2,50.0,3,2,67.0,0,0,,5,2,40.0,12,9,75.0,Vivo Keyd,1.0,2.02,10285,HAVEN
Vivo Keyd,1,2,50.0,3,1,33.0,2,0,0.0,5,0,0.0,10,6,60.0,GL,1.0,2.02,10285,HAVEN
GL,1,2,50.0,3,1,33.0,1,0,0.0,5,3,60.0,12,9,75.0,IMP,1.0,2.02,10306,ICEBOX
IMP,1,2,50.0,4,1,25.0,2,1,50.0,5,2,40.0,10,4,40.0,GL,1.0,2.02,10306,ICEBOX
FURIA,1,2,50.0,3,1,33.0,2,0,0.0,3,3,100.0,14,5,36.0,GL,1.0,2.02,10340,ICEBOX
GL,1,2,50.0,3,1,33.0,0,0,,5,4,80.0,14,8,57.0,FURIA,1.0,2.02,10340,ICEBOX
GL,2,2,100.0,2,2,100.0,1,1,100.0,4,2,50.0,10,8,80.0,SLK,1.0,2.02,10319,BIND
SLK,0,2,0.0,3,0,0.0,2,0,0.0,8,3,38.0,4,1,25.0,GL,1.0,2.02,10319,BIND
GL,1,2,50.0,3,1,33.0,0,0,,4,3,75.0,12,9,75.0,SLK,1.0,2.02,10319,SPLIT
SLK,1,2,50.0,3,1,33.0,3,0,0.0,2,1,50.0,11,4,36.0,GL,1.0,2.02,10319,SPLIT
GL,0,2,0.0,4,0,0.0,2,1,50.0,5,2,40.0,7,2,29.0,S5,1.0,2.02,10321,BIND
S5,2,2,100.0,3,2,67.0,0,0,,6,6,100.0,9,5,56.0,GL,1.0,2.02,10321,BIND
GL,1,2,50.0,3,1,33.0,1,0,0.0,8,4,50.0,12,6,50.0,S5,1.0,2.02,10321,ASCENT
S5,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,17,10,59.0,GL,1.0,2.02,10321,ASCENT
Rise,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,11,4,36.0,GL,1.0,2.02,10343,ICEBOX
GL,1,2,50.0,2,1,50.0,1,1,100.0,5,2,40.0,12,9,75.0,Rise,1.0,2.02,10343,ICEBOX
Rise,0,2,0.0,3,0,0.0,3,0,0.0,6,2,33.0,6,3,50.0,GL,1.0,2.02,10343,SPLIT
GL,2,2,100.0,2,2,100.0,2,2,100.0,5,3,60.0,9,6,67.0,Rise,1.0,2.02,10343,SPLIT
GL,1,2,50.0,4,2,50.0,1,0,0.0,3,1,33.0,12,10,83.0,SLK,1.0,2.03,13021,ASCENT
SLK,1,2,50.0,3,1,33.0,2,0,0.0,6,5,83.0,9,1,11.0,GL,1.0,2.03,13021,ASCENT
GL,2,2,100.0,2,2,100.0,2,0,0.0,7,4,57.0,11,7,64.0,SLK,1.0,2.03,13021,BIND
SLK,0,2,0.0,4,0,0.0,1,0,0.0,4,2,50.0,13,7,54.0,GL,1.0,2.03,13021,BIND
GL,1,2,50.0,3,1,33.0,2,0,0.0,5,2,40.0,24,13,54.0,FURIA,1.0,2.03,13025,SPLIT
FURIA,1,2,50.0,3,1,33.0,1,0,0.0,5,2,40.0,25,15,60.0,GL,1.0,2.03,13025,SPLIT
GL,1,2,50.0,3,1,33.0,2,0,0.0,2,2,100.0,16,10,62.0,FURIA,1.0,2.03,13025,HAVEN
FURIA,1,2,50.0,3,1,33.0,2,0,0.0,5,3,60.0,13,6,46.0,GL,1.0,2.03,13025,HAVEN
GL,1,2,50.0,3,2,67.0,0,0,,2,2,100.0,15,9,60.0,FURIA,1.0,2.03,13025,ICEBOX
FURIA,1,2,50.0,4,1,25.0,1,0,0.0,8,3,38.0,7,3,43.0,GL,1.0,2.03,13025,ICEBOX
GL,2,2,100.0,3,2,67.0,1,0,0.0,8,3,38.0,10,4,40.0,VKS,1.0,2.03,13027,HAVEN
VKS,0,2,0.0,4,0,0.0,0,0,,4,4,100.0,14,9,64.0,GL,1.0,2.03,13027,HAVEN
GL,1,2,50.0,2,1,50.0,2,0,0.0,8,5,62.0,10,3,30.0,VKS,1.0,2.03,13027,BIND
VKS,1,2,50.0,3,1,33.0,2,1,50.0,2,1,50.0,15,10,67.0,GL,1.0,2.03,13027,BIND
GL,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,15,8,53.0,VKS,1.0,2.03,13027,ICEBOX
VKS,1,2,50.0,3,1,33.0,1,0,0.0,5,2,40.0,15,10,67.0,GL,1.0,2.03,13027,ICEBOX
GL,1,2,50.0,3,1,33.0,1,1,100.0,2,1,50.0,13,10,77.0,Ingaming,1.0,,14102,ASCENT
Ingaming,1,2,50.0,3,1,33.0,2,0,0.0,4,1,25.0,10,4,40.0,GL,1.0,,14102,ASCENT
GL,1,2,50.0,3,1,33.0,0,0,,3,2,67.0,11,10,91.0,Ingaming,1.0,,14102,SPLIT
Ingaming,1,2,50.0,3,1,33.0,3,0,0.0,6,2,33.0,5,1,20.0,GL,1.0,,14102,SPLIT
GL,2,2,100.0,2,2,100.0,1,1,100.0,3,3,100.0,10,7,70.0,Rise,1.0,,14200,ICEBOX
Rise,0,2,0.0,4,1,25.0,3,0,0.0,2,1,50.0,7,1,14.0,GL,1.0,,14200,ICEBOX
GL,1,2,50.0,3,1,33.0,1,0,0.0,4,1,25.0,14,7,50.0,FURIA,1.0,,14203,ICEBOX
FURIA,1,2,50.0,3,1,33.0,2,1,50.0,4,2,50.0,13,9,69.0,GL,1.0,,14203,ICEBOX
GL,2,2,100.0,2,2,100.0,1,0,0.0,6,3,50.0,21,9,43.0,FURIA,1.0,,14203,BIND
FURIA,0,2,0.0,4,1,25.0,2,0,0.0,3,1,33.0,21,14,67.0,GL,1.0,,14203,BIND
GL,1,2,50.0,2,1,50.0,0,0,,9,6,67.0,17,8,47.0,SHK,1.0,,14207,BIND
SHK,1,2,50.0,3,1,33.0,2,0,0.0,5,1,20.0,18,11,61.0,GL,1.0,,14207,BIND
GL,1,2,50.0,4,2,50.0,1,0,0.0,6,3,50.0,11,4,36.0,SHK,1.0,,14207,ICEBOX
SHK,1,2,50.0,2,1,50.0,1,0,0.0,5,3,60.0,14,9,64.0,GL,1.0,,14207,ICEBOX
GL,2,2,100.0,2,2,100.0,2,0,0.0,7,3,43.0,13,6,46.0,SHK,1.0,,14207,ASCENT
SHK,0,2,0.0,4,0,0.0,0,0,,2,0,0.0,18,13,72.0,GL,1.0,,14207,ASCENT
GL,1,2,50.0,3,1,33.0,0,0,,1,1,100.0,13,11,85.0,BD,1.0,2.06,15655,ASCENT
BD,1,2,50.0,2,1,50.0,3,0,0.0,6,2,33.0,6,1,17.0,GL,1.0,2.06,15655,ASCENT
GL,2,2,100.0,2,2,100.0,2,1,50.0,7,4,57.0,15,7,47.0,BD,1.0,2.06,15655,BIND
BD,0,2,0.0,4,0,0.0,1,1,100.0,4,4,100.0,17,7,41.0,GL,1.0,2.06,15655,BIND
SLK,1,2,50.0,3,1,33.0,1,0,0.0,5,1,20.0,10,4,40.0,GL,1.0,2.06,15734,ICEBOX
GL,1,2,50.0,4,1,25.0,1,0,0.0,4,2,50.0,10,10,100.0,SLK,1.0,2.06,15734,ICEBOX
VKS,2,2,100.0,2,2,100.0,1,1,100.0,4,4,100.0,14,6,43.0,GL,1.0,2.06,15735,ASCENT
GL,0,2,0.0,3,0,0.0,3,0,0.0,5,3,60.0,10,5,50.0,VKS,1.0,2.06,15735,ASCENT
VKS,1,2,50.0,3,1,33.0,4,0,0.0,2,2,100.0,12,5,42.0,GL,1.0,2.06,15735,ICEBOX
GL,1,2,50.0,3,1,33.0,0,0,,3,2,67.0,15,10,67.0,VKS,1.0,2.06,15735,ICEBOX
VKS,0,2,0.0,3,0,0.0,3,1,33.0,4,2,50.0,16,9,56.0,GL,1.0,2.06,15735,HAVEN
GL,2,2,100.0,2,2,100.0,1,0,0.0,7,5,71.0,16,7,44.0,VKS,1.0,2.06,15735,HAVEN
GL,2,2,100.0,2,2,100.0,1,1,100.0,7,5,71.0,12,5,42.0,HL,1.0,,17615,ICEBOX
HL,0,2,0.0,5,0,0.0,1,0,0.0,1,0,0.0,15,9,60.0,GL,1.0,,17615,ICEBOX
GL,1,2,50.0,2,1,50.0,1,0,0.0,5,3,60.0,14,9,64.0,HL,1.0,,17615,HAVEN
HL,1,2,50.0,3,1,33.0,2,0,0.0,8,5,62.0,9,3,33.0,GL,1.0,,17615,HAVEN
GL,0,2,0.0,4,0,0.0,1,0,0.0,3,1,33.0,11,5,45.0,SHK,1.0,,17748,HAVEN
SHK,2,2,100.0,3,2,67.0,0,0,,4,2,50.0,12,9,75.0,GL,1.0,,17748,HAVEN
GL,1,2,50.0,5,1,20.0,1,0,0.0,1,0,0.0,17,12,71.0,SHK,1.0,,17748,ICEBOX
SHK,1,2,50.0,2,1,50.0,3,0,0.0,7,6,86.0,12,4,33.0,GL,1.0,,17748,ICEBOX
GL,1,2,50.0,3,1,33.0,2,0,0.0,5,2,40.0,13,7,54.0,SHK,1.0,,17748,ASCENT
SHK,1,2,50.0,3,1,33.0,3,0,0.0,3,3,100.0,14,9,64.0,GL,1.0,,17748,ASCENT
GL,1,2,50.0,3,1,33.0,3,1,33.0,6,2,33.0,10,5,50.0,HL,1.0,,17751,ICEBOX
HL,1,2,50.0,3,1,33.0,0,0,,4,3,75.0,15,9,60.0,GL,1.0,,17751,ICEBOX
GL,0,2,0.0,4,0,0.0,1,0,0.0,6,2,33.0,10,6,60.0,HL,1.0,,17751,HAVEN
HL,2,2,100.0,2,2,100.0,2,1,50.0,6,2,33.0,11,8,73.0,GL,1.0,,17751,HAVEN
GL,1,2,50.0,3,1,33.0,0,0,,3,3,100.0,10,9,90.0,SH,1.0,,21729,HAVEN
SH,1,2,50.0,2,1,50.0,2,0,0.0,6,1,17.0,6,1,17.0,GL,1.0,,21729,HAVEN
GL,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,14,10,71.0,SH,1.0,,21729,ICEBOX
SH,1,2,50.0,3,1,33.0,5,1,20.0,4,2,50.0,7,2,29.0,GL,1.0,,21729,ICEBOX
GL,1,2,50.0,3,1,33.0,1,0,0.0,4,1,25.0,15,11,73.0,Vivo Keyd,1.0,,22112,ICEBOX
Vivo Keyd,1,2,50.0,3,1,33.0,3,0,0.0,3,3,100.0,14,6,43.0,GL,1.0,,22112,ICEBOX
GL,1,2,50.0,3,1,33.0,2,0,0.0,7,6,86.0,12,4,33.0,Vivo Keyd,1.0,,22112,SPLIT
Vivo Keyd,1,2,50.0,3,1,33.0,2,0,0.0,6,5,83.0,13,7,54.0,GL,1.0,,22112,SPLIT
GL,1,2,50.0,3,1,33.0,0,0,,3,2,67.0,17,10,59.0,Vivo Keyd,1.0,,22112,BIND
Vivo Keyd,1,2,50.0,3,1,33.0,3,0,0.0,5,2,40.0,12,7,58.0,GL,1.0,,22112,BIND
